   976.040222       145.615845       671.326355       903.924622       379.546631       344.994904       226.566681       11.9358635       50.9013023       257.046936       713.065002       165.006332       122.164627       411.123077       280.980072       316.610626       768.024231       556.391846       443.555237       560.986694       832.562622       460.964844       484.287018       448.834564       871.956665       197.563950       727.167358       135.734818       8.09907913       166.604218       805.911194       397.980530       457.805969       882.553101    
   493.554199       730.063721       452.779724       879.900146       923.692749       751.248413       716.996643       24.0461330       567.278076       859.018921       742.570679       963.155212       276.793701       689.398315       520.766479       376.546295       193.896866       210.885971       702.468933       190.688354       130.267227       311.988983       183.514481       757.646179       278.850250       797.044067       707.152405       179.148819       781.374146       416.348572       131.671829       750.685913       166.937088       637.719788    
   947.152161       416.997498       814.528015       577.771729       828.844727       822.718018       707.785095       465.747955       188.154053       671.106750       906.842896       29.2429867       137.427277       474.096313       849.872559       11.7172136       748.446716       853.229553       973.979004       403.821136       778.161133       91.4344482       108.737518       65.6260147       131.677780       654.791443       519.333435       531.427917       70.4129639       508.331909       974.198242       568.517151       34.5593452       10.6517153    
   358.440369       925.645203       89.8949127       464.470490       515.866760       302.322449       308.678864       636.941406       38.7172585       131.040710       770.181152       902.641296       518.613770       517.316895       697.296753       591.769775       117.930443       969.975769       822.091431       32.7081528       340.887085       207.873291       987.638428       934.948730       902.351990       255.239044       545.685364       648.661499       338.305023       346.304413       985.807007       502.866028       712.497742       878.210510    
   223.930084       386.512451       795.594116       537.184570       225.449371       565.955688       822.039734       319.534637       150.287994       247.897141       282.076294       21.4038830       637.650940       540.749695       966.247925       421.800751       315.095154       803.175781       995.918579       611.500977       903.746338       378.871155       524.325378       356.772858       682.387451       329.890472       348.598999       246.222198       297.011078       336.806274       395.952118       104.416817       838.135803       658.201416    
   615.341064       702.786316       935.720642       824.082092       665.711243       640.985229       416.743103       866.375000       578.273743       464.518768       430.129913       544.201660       133.078934       262.109833       575.186218       189.958496       959.287964       321.401855       950.763489       442.620026       261.279694       555.978760       902.269531       323.083466       867.168152       869.124023       638.585999       517.455444       189.740631       176.252426       302.690308       993.283630       801.317200       47.4069023    
   412.392029       435.707184       271.863373       128.840759       516.080688       572.587097       180.699493       41.7941284       606.021118       343.212921       428.150024       776.952087       56.7763748       886.574341       660.700745       420.795319       779.550537       745.684143       175.908371       263.944580       607.912109       759.031006       649.488342       567.830017       623.940857       219.474747       113.055489       239.388443       727.354431       228.860229       533.145996       320.899414       494.793854       689.210327    
   15.7675867       525.968872       900.112366       992.306152       801.648743       956.159790       974.178650       276.475586       765.267151       424.636047       742.542664       646.100830       253.770355       865.601868       349.453583       553.641113       164.563919       97.5610352       130.318604       66.1754990       48.4457245       609.773987       221.515656       796.550110       886.508606       607.734131       163.374863       25.0248165       850.482910       126.583107       139.047974       24.0251732       228.013199       910.696106    
   732.880371       133.567688       688.000000       31.5072460       337.287048       681.422180       46.9266739       421.177124       180.525558       442.517670       678.086487       11.9711733       397.333344       46.6145973       405.160004       227.648727       227.199753       825.668457       552.623474       783.104980       66.2379608       17.1127682       447.522308       782.063843       876.615112       100.133560       176.916168       793.138977       4.17095184       864.248901       710.309998       192.771942       882.874878       993.158875    
   695.935059       927.369629       108.660049       214.067154       616.535645       359.316620       395.296661       897.869568       458.991882       886.382629       848.315796       998.593140       271.853302       331.122223       911.738098       225.507248       16.1315269       173.343292       614.821960       994.725891       918.773254       13.8751259       331.499756       742.906372       582.943420       924.192932       997.892700       4.48642159       185.804825       369.720093       155.142334       804.290771       438.826752       866.977844    
   926.821899       677.485535       368.016998       911.186279       356.621674       530.889099       511.746735       865.081848       645.984558       965.087891       526.612976       576.872803       541.188049       829.663208       658.817627       833.989685       354.135315       46.4059525       721.080872       550.877441       322.980682       715.729248       237.529984       596.301636       919.343628       712.826477       602.182495       62.8846245       154.451736       381.152039       708.453735       965.182251       314.686432       379.705139    
   793.728577       179.345139       633.718201       631.774536       13.1730900       398.685486       668.454468       531.372681       432.964478       339.823669       465.983582       982.596558       315.194122       470.859009       515.481689       580.624756       387.732483       854.591370       140.715652       26.8612442       34.6597404       174.162811       846.529602       482.031738       72.7902985       69.7868500       809.758545       147.170624       514.120300       292.958801       258.682343       155.173904       408.310211       430.378876    
   589.490295       48.6650887       491.511078       517.000183       628.533447       11.1518936       42.7641754       166.184128       938.168457       245.418869       777.104919       870.292480       313.219879       304.428558       340.157959       855.843384       354.163177       336.961334       144.125076       968.276428       693.982788       664.685608       457.700867       771.635315       712.220642       466.044373       810.315613       956.318481       847.878479       917.408936       743.944031       316.430573       162.294418       688.719177    
   595.467590       989.500610       275.015961       758.541687       334.668243       251.856705       475.815552       52.2707787       110.108841       884.817200       395.282837       66.8259125       375.574738       136.059708       206.350601       605.248413       84.0472260       334.214508       293.299469       268.275482       145.616806       546.684998       711.657288       464.775665       883.261353       451.928528       504.519897       990.084229       114.614082       486.057068       520.184265       351.784363       846.922302       564.778198    
   6.34279776       936.588318       468.589172       543.240051       178.535980       160.821213       265.325317       226.677551       857.291504       558.501343       874.881775       746.288452       337.225189       423.499207       44.0654755       444.134796       242.283417       225.194107       560.252258       607.726257       119.378990       255.160568       350.981445       21.8673801       970.328979       361.999481       702.863831       343.901184       779.821167       102.314751       369.545746       332.732971       918.813782       772.794556    
   61.6514473       99.7104340       389.911469       1.27462173       900.568298       961.627930       835.535828       99.7911758       466.457397       462.910950       382.978760       812.710327       536.086243       6.92211151       403.500641       643.587280       282.033600       37.9504967       680.039734       313.928406       624.996521       351.979248       597.771545       587.689026       156.398270       990.330261       466.866821       724.216980       121.605499       868.958069       606.471924       302.476135       859.572021       788.316772    
   958.690186       331.729279       306.351715       214.786102       844.902039       882.990723       146.310791       983.990051       455.563446       283.977844       346.213684       491.418488       919.639099       775.976807       387.642090       376.129944       680.601685       154.769760       411.771759       104.256699       146.193085       735.565918       848.482056       765.317322       847.604187       740.090149       90.0277557       51.1288261       338.735107       868.046448       361.639526       22.2425747       241.198318       753.792603    
   437.151276       602.007568       831.884216       191.570450       127.060661       505.555420       278.072174       205.849579       884.660645       803.472046       500.216736       112.804688       628.986877       235.309906       442.406799       228.947876       669.696777       106.279678       22.0748348       973.062439       563.266785       82.9315338       875.786804       188.242065       142.270370       887.996643       443.592377       631.606934       685.884644       20.8791714       807.473145       740.241089       892.202209       182.523056    
   16.3152809       631.610657       41.6895676       62.9290466       121.026665       262.675629       505.604248       201.954269       915.388977       707.864807       713.037231       251.708801       520.048035       553.256470       219.671478       837.812988       54.1990280       801.640015       257.530975       456.851746       56.2906075       722.893372       945.497986       797.838440       722.016418       397.771454       186.539124       113.365005       498.806305       875.747009       735.328369       792.084167       80.4738159       407.672852    
   635.430786       689.501770       75.5782547       565.362793       148.455017       188.993103       164.794952       51.5721970       672.828796       273.051178       197.120224       653.941711       748.949768       619.254395       548.357117       786.346558       629.273376       129.394882       905.104797       891.270569       785.253418       447.437378       269.935425       121.309090       477.048187       245.646210       921.698120       200.659760       891.277161       806.158447       97.6110535       232.188614       740.416931       633.642822    
   13.1218224       495.255463       877.694031       311.481110       302.852325       692.174866       554.741089       38.9279289       733.252869       491.580444       870.059509       993.376404       618.082581       586.753845       934.909058       349.008667       954.206177       369.881775       393.712982       609.105713       914.489502       555.671936       820.633728       238.119904       322.881744       28.8363533       544.990356       800.294250       162.489609       26.9636612       758.484070       722.941589       994.089600       423.425018    
   31.8043766       91.1547012       495.871857       748.236084       12.8746510       741.570435       77.7244415       707.587891       362.163879       705.092896       725.919189       908.899658       657.385559       500.817261       637.904907       553.418518       639.961304       522.352966       213.916397       260.752563       78.5452118       680.930847       953.460754       515.840942       737.304077       887.192566       444.493713       124.367912       660.552185       364.233917       622.278137       694.139282       574.650085       906.945007    
   750.091980       545.159668       131.786453       915.824829       250.500626       241.061661       910.835205       832.530945       131.947754       334.140564       644.235535       509.256805       667.067871       459.379639       654.955994       691.559631       989.191895       432.934418       43.3967819       795.736938       452.072449       764.485413       501.300354       561.070312       191.179657       688.793335       8.23543739       429.461517       129.000580       472.251892       629.735168       971.399841       962.493530       647.866455    
   894.609985       536.672302       153.786621       907.484436       676.062561       87.2442017       48.0778580       165.768814       755.013489       151.818237       885.394714       863.185303       925.420471       655.454407       412.699524       251.510513       778.767578       283.150299       453.900757       635.111633       204.923126       911.904907       725.183960       263.569702       69.6436386       474.251190       20.8454094       127.934898       740.154480       173.748383       226.303360       536.225220       818.776733       739.955750    
