   732.341858       334.203094       24.2359047       3.68899441       376.936707       272.095001       342.770782       88.6764984       346.139252       158.528137       884.653931       680.024536       42.6332970       65.3716431       791.488342       216.512436       977.310547       930.474976       799.551086       53.5398636       984.583923       123.859344       505.137299       926.408081       281.684540       426.866608       642.698120    
   644.355591       950.865662       978.947449       271.516083       108.640404       608.571777       696.168274       643.258972       546.400696       969.744202       762.933044       130.875595       149.789185       748.417847       599.370605       389.010773       662.648987       251.467453       12.6292057       827.002502       56.7679787       117.084488       163.130493       168.662689       996.845703       972.233154       673.268555    
   803.064697       929.691528       750.399353       145.410889       981.617615       917.063843       485.559662       737.790100       755.024902       578.758362       764.851318       189.699661       600.793152       872.399414       108.560616       799.493652       756.742920       208.208099       624.335266       194.434021       896.975342       700.609680       983.493225       984.229187       488.886383       281.182770       56.7208786    
   969.202271       532.375488       726.104858       878.279846       15.7344198       652.637085       135.113953       595.368591       856.112122       42.5337982       405.101593       155.248627       483.575928       284.022095       631.224304       545.564880       783.223816       556.200867       550.884521       200.667862       274.354675       281.301788       377.770874       748.993896       873.162720       191.032516       114.596512    
   898.380676       152.599472       507.406921       18.5504837       66.6826477       991.946838       713.742432       298.463928       904.094971       139.269302       869.860168       805.430237       770.242004       973.078430       473.400940       211.390961       758.473083       949.912109       78.2827301       122.894173       249.979370       538.132141       129.504395       56.2263565       935.936035       125.535828       325.605499    
   37.4005394       708.059631       367.980377       816.371887       553.604980       452.545990       518.498413       841.461792       210.382996       88.8541183       270.497742       168.794998       511.275879       720.108826       793.710510       599.631104       213.103607       400.967957       690.823547       410.726501       700.581421       510.914612       403.730743       682.965576       344.226013       894.236450       581.257751    
   191.594391       85.1157684       661.635803       35.7977028       428.969147       372.493835       768.522583       966.604797       856.375793       141.047134       570.510071       656.182556       49.1825943       149.486221       538.902771       487.978577       903.077515       582.749268       147.930420       890.963013       397.186615       933.700928       547.039551       675.905579       54.5677910       580.765198       992.667725    
   814.549744       435.992889       713.639587       9.41806126       119.646294       464.753693       410.665894       712.073181       115.090919       923.472290       595.549133       87.5357971       379.383789       950.190186       548.961121       663.446228       91.9928589       667.762512       75.0254974       351.460602       245.422211       339.031128       645.083191       829.414490       785.408447       626.808105       676.501831    
   969.594666       868.477539       210.284378       59.3655701       135.977051       889.680359       758.135742       183.692520       21.6728477       910.722900       906.849365       126.478432       536.842529       479.477325       236.771683       183.156143       148.408218       166.424820       930.290894       660.824036       437.852173       786.718628       206.161133       668.703003       88.0415726       435.779480       523.480286    
   970.382263       514.233887       874.065918       245.785492       837.045776       420.211975       891.427307       386.158051       493.716095       170.681870       689.489990       211.059784       284.159363       540.914978       460.489777       94.8368530       11.1411753       369.145721       961.184387       980.618225       278.493408       737.703064       252.170868       784.468079       843.907349       120.430084       479.460999    
   547.196045       802.546265       658.940857       987.600464       873.692627       937.403809       292.568665       160.933334       377.700195       579.445740       85.2985077       237.798538       617.963196       509.773010       972.345703       470.064575       316.229523       898.882507       191.826614       268.187531       885.356201       952.589783       50.0191460       634.795044       656.234680       217.736267       681.179749    
