   549.108032       693.768982       592.144653       141.164200       257.883209       688.968384       655.019958       979.425354       199.747406       8.44801331       222.311172       502.323639       23.1853504       842.810364       25.7581730       614.557251       617.312012       343.331177       953.007629       404.113373       183.022217       55.4280968       323.398468       718.051941       331.148254    
   860.874084       957.710083       766.851990       873.057922       506.259918       766.965637       687.706665       267.215088       374.735291       817.818298       737.927856       955.582336       197.136536       746.073242       510.532379       861.953918       130.960983       598.243896       118.653023       182.059494       280.021576       895.506409       707.650635       262.087189       286.636078    
   114.168861       920.789368       511.033691       898.317993       922.186401       997.878235       402.821838       42.0821495       638.498047       305.237061       469.531219       139.255188       645.098145       705.277710       983.817261       329.591675       582.433594       61.4730492       335.985443       713.167236       917.763000       524.886169       805.488647       639.658264       527.851440    
   268.527710       876.984009       917.065857       570.122986       780.857239       37.6896286       825.002563       235.042847       301.011963       40.7556038       235.751312       624.076843       128.724640       612.546387       771.791870       552.646973       196.870972       194.662445       268.040283       760.709839       299.896454       811.928345       180.007751       476.138947       427.814850    
   363.378479       663.343567       898.572754       248.054337       827.270264       999.166260       406.614502       611.841064       422.917572       515.350098       51.2211800       120.830109       619.197449       230.958359       756.359558       306.715485       439.431915       791.297852       241.575241       403.794556       470.420410       604.323547       480.462067       120.204826       507.047455    
   433.382965       612.095093       703.499023       318.890778       633.530945       252.719635       750.952209       765.160095       865.565674       226.437881       88.7039490       950.448486       575.552124       835.075439       180.614212       744.178589       692.866638       672.151611       984.936462       630.121338       160.581177       105.667793       422.156189       274.176819       631.998352    
   742.123474       563.072998       57.6545448       302.180542       216.578644       665.335693       868.910095       63.5484314       955.430420       708.302673       497.552582       136.165878       526.922607       447.713928       280.998596       514.627686       81.0500259       187.489761       516.588013       44.1370468       688.558289       259.963989       883.481506       814.054504       108.734543    
   473.558655       374.877411       681.638367       319.725494       821.437439       281.021637       786.042969       372.461792       97.7136459       491.206757       636.082458       217.664398       301.554657       601.991272       390.454681       264.855865       949.228577       105.788193       876.062988       859.579590       593.908142       296.928955       79.8868179       988.176025       111.977066    
   459.443573       476.065094       809.509338       497.731567       541.033447       201.470642       818.174011       32.7636490       750.122925       45.7834091       18.2565098       150.758514       359.150909       71.1283340       291.633270       164.769516       919.960815       565.616028       867.201172       834.821106       513.040222       904.861938       37.6814728       133.623291       745.717773    
   789.819336       186.292130       38.4804459       500.026489       225.967056       906.461548       550.798950       609.675537       335.618042       709.964111       630.391968       250.878738       264.602020       944.697937       979.895386       196.001724       389.863342       916.019226       230.402328       456.606659       806.652771       71.4229050       837.684143       865.530151       886.348267    
   880.054932       578.540161       142.609238       919.175842       490.762787       414.606384       589.843811       962.439880       185.085693       207.301300       609.016296       292.445465       403.286224       234.521301       97.4070511       120.406921       901.505615       155.138702       812.186646       993.339539       248.571548       663.224060       489.372284       928.012878       220.207916    
   621.078491       284.180664       470.237244       340.808136       408.690125       744.127014       961.404114       771.616394       36.3405762       246.403214       86.9829178       732.175964       420.944977       519.211365       423.783600       676.430725       959.099548       216.019043       252.216293       222.711365       343.441376       115.395607       10.3852510       648.616760       129.239655    
